SS1x;SS1y;SS2x;SS2y;SS3x;SS3y;SS4x;SS4y;SS5x;SS5y;SS6x;SS6y;SS7x;SS7y;SS8x;SS8y;SS9x;SS9y;SS10x;SS10y;SS11x;SS11y;SS12x;SS12y;SS13x;SS13y;SS14x;SS14y;SS15x;SS15y;SS16x;SS16y
2252.0;32234.8;2252.0;8488.4;2252.0;8983.4;2252.0;8797.8;2252.0;7032.2;2252.0;7292.8;2252.0;7536.0;2252.0;8406.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0;2252.0;65520.0
2293.0;32164.6;2293.0;8250.8;2293.0;8728.6;2293.0;8503.2;2293.0;6769.2;2293.0;7018.0;2293.0;7265.0;2293.0;8113.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0;2293.0;65520.0
2334.0;32102.6;2334.0;7960.2;2334.0;8419.0;2334.0;8279.2;2334.0;6562.8;2334.0;6751.8;2334.0;6732.0;2334.0;7817.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0;2334.0;65520.0
2375.0;32069.0;2375.0;7672.2;2375.0;8117.8;2375.0;8003.0;2375.0;6311.2;2375.0;6542.4;2375.0;6535.2;2375.0;7269.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0;2375.0;65520.0
2416.0;31998.0;2416.0;7445.0;2416.0;7875.2;2416.0;7733.6;2416.0;6063.2;2416.0;6283.8;2416.0;6281.2;2416.0;7042.6;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0;2416.0;65520.0
2457.0;31927.0;2457.0;7180.0;2457.0;7571.4;2457.0;7526.0;2457.0;5869.6;2457.0;6031.6;2457.0;6033.2;2457.0;6774.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0;2457.0;65520.0
2498.0;31892.0;2498.0;6724.0;2498.0;7273.4;2498.0;7267.8;2498.0;5631.2;2498.0;5833.6;2498.0;5832.2;2498.0;6494.6;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0;2498.0;65520.0
2539.0;31852.0;2539.0;6374.0;2539.0;7051.0;2539.0;7003.0;2539.0;5391.6;2539.0;5589.6;2539.0;5587.0;2539.0;6286.8;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0;2539.0;65520.0
2580.0;31782.0;2580.0;6174.0;2580.0;6777.0;2580.0;6811.0;2580.0;5207.4;2580.0;5351.8;2580.0;5351.2;2580.0;6044.4;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0;2580.0;65520.0
2621.0;31723.0;2621.0;5923.2;2621.0;6499.0;2621.0;6554.0;2621.0;4992.8;2621.0;5166.6;2621.0;5170.8;2621.0;5806.6;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0;2621.0;65520.0
2662.0;31659.8;2662.0;5682.6;2662.0;5977.0;2662.0;6345.0;2662.0;4773.6;2662.0;4940.0;2662.0;4949.6;2662.0;5614.2;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0;2662.0;65520.0
2703.0;31583.0;2703.0;5489.8;2703.0;5774.6;2703.0;5888.0;2703.0;4604.0;2703.0;4718.4;2703.0;4732.0;2703.0;5377.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0;2703.0;65520.0
2744.0;31518.4;2744.0;5259.2;2744.0;5527.2;2744.0;5707.2;2744.0;4389.0;2744.0;4552.0;2744.0;4567.6;2744.0;5148.2;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0;2744.0;65520.0
2785.0;31464.4;2785.0;5034.4;2785.0;5286.8;2785.0;5482.0;2785.0;4185.0;2785.0;4332.0;2785.0;4361.2;2785.0;4966.8;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0;2785.0;65520.0
2826.0;31389.6;2826.0;4856.4;2826.0;5093.2;2826.0;5261.8;2826.0;3798.0;2826.0;4130.0;2826.0;4158.0;2826.0;4744.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0;2826.0;65520.0
2866.0;31332.0;2866.0;4644.2;2866.0;4866.4;2866.0;5090.8;2866.0;3657.2;2866.0;3748.0;2866.0;3998.0;2866.0;4535.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0;2866.0;65520.0
2907.0;31296.8;2907.0;4445.0;2907.0;4646.8;2907.0;4889.6;2907.0;3476.4;2907.0;3594.4;2907.0;3805.0;2907.0;4371.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0;2907.0;65520.0
